datetime,q_lo,q_md,q_hi,signal,fwd_ret,pnl,equity
2025-03-21,-0.010003794040004649,0.00760877370306667,0.03773329871480597,1,0.014935604723618224,0.014785604723618223,0.9331544924806434
2025-03-24,0.0018905497215323886,0.02093390272373668,0.02421224113036785,1,0.014134963241823227,0.013984963241823226,0.9462046237569274
2025-03-25,-0.01196700048193015,0.01251766022328307,0.018868820723119545,1,-0.02614527867493017,-0.02629527867493017,0.9213239094917315
2025-03-26,-0.01700428827534487,0.009127463028367984,0.024155664266911753,1,0.002708464347139692,0.002558464347139692,0.9236810838663334
2025-03-27,-0.0188544891752631,0.002701975109912233,0.022079504571186476,1,-0.0029484192276687613,-0.0030984192276687613,0.920819132635848
2025-03-28,-0.023791011306388374,0.011919299657837093,0.047049755764777705,1,0.02748970014202789,0.027339700142027887,0.9459940516071543
2025-03-31,-0.02922149840003488,-0.003645589761357879,0.010836596161834914,-1,-0.08526539425143527,0.08511539425143527,1.0265127082692098
2025-04-01,-0.020414449975752442,0.006714029695340056,0.01975032056803363,1,-0.15596575643092422,-0.15611575643092424,0.8662579003318055
2025-04-02,-0.027018941151300647,0.006501858171126623,0.022695311769456192,1,-0.18951267493613205,-0.18966267493613206,0.701961109770318
2025-04-03,0.026027318070209644,0.011569283530609787,0.0137482536523284,1,-0.15143463705274604,-0.15158463705274605,0.5955545897206416
2025-04-04,0.015716461170300046,-0.0042277572671014394,0.0036140767119495027,-1,0.055579153568959226,-0.055729153568959224,0.5623648365314015
2025-04-07,0.014956863784383836,-0.0043608961607338945,0.0032509641993778973,-1,0.049377224311506665,-0.04952722431150666,0.5345124671276069
2025-04-08,0.015716461170300046,-0.0042277572671014394,0.0037685493373292864,-1,0.14922860457478715,-0.14937860457478716,0.4546677406602582
2025-04-09,0.005338803585808651,0.0038239675411347947,0.04786632936642184,1,0.018456112930843042,0.01830611293084304,0.46299093966679616
2025-04-10,0.008979696547441978,-0.012895881404536909,0.03170683499852646,-1,0.06154816370865024,-0.061698163708650236,0.4344252488756124
2025-04-11,0.005025726476154121,-0.0019449730520021068,0.040915719021762775,-1,-0.019581073648936798,0.019431073648936797,0.4428665978814721
2025-04-14,-0.013245698597984667,-0.023598027266012726,0.04093059634068669,-1,-0.027355364546944247,0.027205364546944246,0.4549149451225025
2025-04-15,-0.022166547146822698,-0.029969487104990786,0.04717466753383845,-1,-0.04442463517687597,0.04427463517687597,0.4750561383543098
2025-04-16,0.01905235070530952,-0.019797222935652854,0.0347342936468915,-1,0.028156694808280983,-0.028306694808280984,0.46160886922911387
2025-04-17,-0.006112870572704984,0.0013727246725760449,0.04324667056802226,1,0.03868418388289789,0.03853418388289789,0.4793965902779651
2025-04-21,0.0018329652961061953,0.0052777884116142005,0.026558159032793176,1,0.07874296524494084,0.07859296524494085,0.5170737898362243
2025-04-22,-0.0027146006502932695,-0.014154742493995745,0.03494524624377929,-1,0.0477620557913688,-0.0479120557913688,0.4922997215693366
2025-04-23,-0.01080101999664528,-0.024842927632509202,0.02919519603725957,-1,0.027077190229065292,-0.027227190229065293,0.4788957834004524
2025-04-24,-0.02153460662518905,-0.02163250170300543,0.028709358185132056,-1,0.013629657163846752,-0.013779657163846753,0.47229676368798235
2025-04-25,-0.02844264664757293,-0.024470196688073317,0.007242120686527945,-1,0.01538609154952683,-0.01553609154952683,0.4649591179287806
2025-04-28,-0.004751819334354439,0.008483236537668238,0.020789901277456776,1,0.015132806432885908,0.014982806432885907,0.47192551039191283
2025-04-29,-0.0049172151913448765,0.0050507938156066695,0.018105618900794037,1,-0.027744900450149074,-0.027894900450149075,0.45876119525964465
2025-04-30,-0.014616936350221274,-0.013672088026403195,0.020582065696480807,-1,-0.06404706169577205,0.06389706169577206,0.4880746876567763
2025-05-01,-0.025097081181153804,-0.030329429969325944,0.013333113322427254,-1,-0.06942627183991004,0.06927627183991004,0.5218866823970664
2025-05-02,0.00019471605956145898,-0.000395282057214855,0.007030856614997774,-1,-0.04431461326048547,0.04416461326048547,0.5449356058909306
2025-05-05,0.0008308921768534916,0.01693817129053425,0.019536904476936835,1,-0.007039036154561123,-0.007189036154561123,0.541018044118273
2025-05-06,-0.0016254185714173802,0.033931078167238865,0.017757759060370932,1,0.00010077211734670935,-4.922788265329066e-05,0.5409914109454839
2025-05-07,-0.002389480752627168,0.01423925588031489,0.016219801569720464,1,0.07408913776373408,0.07393913776373408,0.5809918494083789
2025-05-08,-0.011284509320653042,0.020661663874660088,0.040489757872279354,1,0.07818110665428904,0.07803110665428904,0.6263272863748368
2025-05-09,-0.01811182870156845,0.00289922066949494,0.026464686639083003,1,0.06951092095204761,0.06936092095204761,0.6697699237751924
2025-05-12,-0.008001424700032725,-0.006095306813977956,0.01609446349213302,-1,0.003131095797386671,-0.003281095797386671,0.6675723444930777
2025-05-13,-0.013440426358390798,-0.008046554212119812,0.013939200935642508,-1,-0.007842944753622108,0.0076929447536221085,0.6727079416583088
2025-05-14,-0.007097772226759305,-0.01890949727735321,0.015960723970239885,-1,-0.016719271987679137,0.016569271987679136,0.6838542225119171
2025-05-15,-0.012182836894077502,-0.0076496747170476396,0.019539973619799995,-1,-0.02170724239364328,0.02155724239364328,0.6985962337485229
2025-05-16,-0.005888378434174609,-0.005516269004484436,0.021164401324965294,-1,-0.04340622175226171,0.043256221752261716,0.7288148673508438
2025-05-19,-0.014894922600363635,-0.006907707496173259,0.03280762126204451,-1,-0.035539794100626736,0.03538979410062674,0.7546074754438657
2025-05-20,-0.017506750833933497,-0.01391489414779472,0.012227786641982987,-1,-0.05602821378562176,0.055878213785621765,0.7967735932809464
2025-05-21,3.743618991753152e-05,0.011223554524494587,0.02453484863827712,1,-0.009302734712707554,-0.009452734712707555,0.7892419038775709
2025-05-22,0.001344489525523107,0.026829628682181063,0.02682934564408779,1,-0.00466826797058485,-0.00481826797058485,0.7854391248910741
2025-05-23,0.004377781801462543,0.017508009008379732,0.007779471781693811,1,0.023966777146433815,0.023816777146433814,0.8041457534906947
2025-05-27,-0.026071564192291535,-0.009808453074890993,0.025680091814654207,-1,0.0031966403685461196,-0.0033466403685461195,0.8014545668498678
2025-05-28,-0.010793818124679874,0.004383578735858407,0.024479583120700123,1,0.006386582132477079,0.006236582132477079,0.8064529040814759
2025-05-29,-0.01820765773461806,0.0019038838352044383,0.03322847747311823,1,0.01660418792143391,0.01645418792143391,0.8197224317150186
2025-05-30,-0.025845459831309713,-0.006051781211261481,0.030374487394602624,-1,0.009808320442309624,-0.009958320442309624,0.8115593730662511
2025-06-02,-0.010649503137090711,0.009658053621018636,0.016763510873456688,1,-0.0053048690214123105,-0.0054548690214123105,0.8071324229830752
2025-06-03,-0.015265721654222473,-0.00725621290208463,0.015616765284161005,-1,0.0031976872279351662,-0.003347687227935166,0.8044303960794024
2025-06-04,-0.0279754148968752,-0.0034523122307102768,0.01993094717997096,-1,-0.006754808828038975,0.006604808828038975,0.8097435050609706
2025-06-05,-0.028826050419768892,-0.006341984149333161,0.025019498750378087,-1,0.010167937180305446,-0.010317937180305447,0.8013886224435911
2025-06-06,-0.024305948567826394,0.007674019786119099,0.02278626531505986,1,-0.02520596035603143,-0.02535596035603143,0.7810686443031368
2025-06-09,-0.026784667993060306,-0.0022580394827231565,0.028088634265096377,-1,-0.011169024741053158,0.011019024741053157,0.7896752590191739
2025-06-10,-0.027420788897490136,0.0013162172318047882,0.020828154561413355,1,-0.030690290999648324,-0.030840290999648325,0.7653214442357998
2025-06-11,-0.02247270765037984,0.018622750959425147,0.046877176233201354,1,-0.0018110504706827521,-0.001961050470682752,0.7638206102573576
2025-06-12,-0.013485685368413262,0.0180682704662504,0.022187815219324187,1,-0.017871473961511848,-0.01802147396151185,0.7500554370183385
2025-06-13,-0.022016592656826203,0.003867058785367748,0.009081694775660492,1,0.0006617708568697602,0.0005117708568697602,0.7504392935320413
2025-06-16,-0.020619817210375053,0.0016659736439770592,0.012789960436451451,1,0.013002730848016323,0.012852730848016322,0.7600844877895843
2025-06-17,-0.019080079377536956,0.004666241194177352,0.012423780982466598,1,0.02995297806498369,0.02980297806498369,0.7827372691067117
2025-06-18,-0.020357012189707476,-0.004626889185505597,0.01277774531172862,-1,0.018923599481396783,-0.019073599481396784,0.767807651936608
2025-06-20,-0.024080007122893318,0.02365613900249018,0.039304884785541186,1,0.002786057505441542,0.002636057505441542,0.769831637060231
2025-06-23,-0.03536982011908741,0.005852478745919522,0.016932658452774495,1,-0.0024813895781637717,-0.0026313895781637717,0.76780591011353
2025-06-24,-0.01891237548131763,0.008464404250689832,0.025663354692781682,1,0.0038941526081520935,0.0037441526081520935,0.7706806926144362
2025-06-25,-0.0190112083674485,0.006720576488914256,0.018234526785220907,1,0.017910302907709306,0.017760302907709306,0.7843682151603918
2025-06-26,-0.01447970931058033,0.0076290200523648904,0.02594277162058204,1,0.033930384697605724,0.03378038469760573,0.8108644752130841
2025-06-27,-0.014390963393469488,-0.0005961530948776959,0.015239023743856587,-1,0.05649492991300108,-0.056644929913001074,0.7649331138456966
2025-06-30,-0.03028744297119278,-0.013841586442929581,0.014359621379571306,-1,0.04084420216211175,-0.04099420216211175,0.7335752911362126
2025-07-01,-0.022786421539788892,0.0022087565887103366,0.020720515600388175,1,0.010249203873332818,0.010099203873332817,0.7409838175578366
2025-07-02,-0.016420076588940763,0.014128979820314053,0.025914055027126858,1,-0.011438561036735729,-0.01158856103673573,0.7323968813608341
2025-07-03,-0.0033783918377029397,0.0058617990339566,0.02261696208442973,1,-0.011285430239611215,-0.011435430239611216,0.7240216079163235
2025-07-07,-0.031677953016091824,0.01358653835726812,0.04685597296839871,1,0.011717107642890984,0.011567107642890984,0.7323964437908707
2025-07-08,-0.016131432792603633,0.005455347581372138,0.025917236542671907,1,0.005475973455330023,0.005325973455330023,0.7362971678092789
2025-07-09,-0.021851160411420725,0.010228837996764517,0.023173002330105396,1,-0.011935229135860677,-0.012085229135860678,0.7273988478242185
2025-07-10,-0.01769147706872506,-0.003048933324581326,0.014310017494594244,-1,-0.015536005813583447,0.015386005813583447,0.7385906107256358
2025-07-11,-0.020842214336147812,-0.008688715408050475,0.02332359801830839,-1,-0.004735745324195789,0.004585745324195789,0.7419775991652657
2025-07-14,-0.022842638376895666,-0.012654557895109988,0.019452211019871705,-1,0.006710810027998584,-0.006860810027998584,0.7368870318123624
2025-07-15,-0.016899013221091226,-0.004493357521267593,0.015873200696002596,-1,0.009899058196106269,-0.01004905819610627,0.729482011145724
2025-07-16,-0.02703981870453182,-0.0022158493328965265,0.02656902866443436,-1,0.011039170275043008,-0.01118917027504301,0.7213197127104337
2025-07-17,-0.018164636588119832,-0.006668992578696282,0.025880310458852623,-1,0.020855106822782632,-0.021005106822782633,0.7061683150915722
2025-07-18,-0.017262406010460238,-0.007843666391619465,0.012591368719760089,-1,0.014063838070412688,-0.014213838070412689,0.6961309530104044
2025-07-21,-0.019892165202731713,-0.004787554713995272,0.011226435166847624,-1,0.00602409076164612,-0.00617409076164612,0.691832977324527
2025-07-22,-0.00136746904490323,0.00011438095700465273,0.011959895662587353,0,-0.0024253219611700817,0.0,0.691832977324527
2025-07-23,2.6260930476028695e-05,0.011199475466796619,0.015039997394021485,1,-0.000466919671148326,-0.000616919671148326,0.6914061719516664
2025-07-24,0.0005785453918492429,0.01046943378385766,0.017780475278562743,1,-0.011648532458655969,-0.01179853245865597,0.6832485937897796
2025-07-25,-0.0025050135230223966,0.010532143062565093,0.01614151618837405,1,-0.022582764731565744,-0.022732764731565745,0.6677164642539835
2025-07-28,-0.04583243876914849,-0.019158393941445227,0.010998041206260769,-1,-0.030273280238973806,0.030123280238973805,0.6878302744268828
2025-07-29,-0.014995249623912169,0.004541552926604053,0.016287167668407907,1,-0.042078852699712135,-0.04222885269971213,0.6587839910857074
2025-07-30,-0.015112035367093097,-0.010033206169344675,0.009100159242812685,-1,-0.027266189261097255,0.027116189261097254,0.6766477024701684
2025-07-31,-0.013734784585356796,-0.00984788110432294,0.013735133572569641,-1,-0.022402124542059917,0.022252124542059916,0.6917045514166332
2025-08-01,-0.015491210927305614,-0.0006540116973469577,0.01391592043000234,-1,0.05371081556936287,-0.05386081556936287,0.6544487801442931
2025-08-04,-0.01110077169918108,0.003987400861210483,0.028267661662942378,1,0.08202602495763031,0.08187602495763031,0.7080324448008779
2025-08-05,-0.013165822380567285,0.0049240846891874315,0.021692370800092283,1,0.1302484140206105,0.13009841402061048,0.8001463429446076
2025-08-06,-0.004502594147841744,0.0040325507699224055,0.02976550616678793,1,0.06532235721351114,0.06517235721351114,0.8522937662300782
2025-08-07,-0.0067123396166609275,0.019666115340279487,0.0175676303275114,1,0.04372128878133988,0.04357128878133988,0.8894293040450248
2025-08-08,-0.027309775016472113,-0.017565974046561968,0.0032208403133035975,-1,0.017353370924885512,-0.017503370924885513,0.873861293024862
2025-08-11,-0.03606127320654334,-0.03782725181033497,0.011656473274021298,-1,0.024650084884489123,-0.024800084884489124,0.8521894587805761
2025-08-12,-0.026868442603096346,-0.01295241131361172,0.011134290534076446,-1,0.008447648565062508,-0.008597648565062508,0.8448626333031298
2025-08-13,-0.021266076595256735,-0.014513632386411582,0.010474980603291405,-1,-0.01045730262828765,0.010307302628287648,0.8535708881439171
2025-08-14,-0.015261287008832633,-0.011659532199412672,0.0028075387612501294,-1,-0.009536907089719293,0.009386907089719293,0.8615832787654132
2025-08-15,-0.009828775664233076,0.001371191188892303,0.014186722681822911,1,-0.024094312877458855,-0.024244312877458856,0.8406947841850376
2025-08-18,0.0033637300481431883,0.0070438511246616224,0.01679376912577025,1,-0.025943113642853663,-0.026093113642853664,0.8187584396423431
2025-08-19,-0.001640620174928557,0.007877487760114453,0.01839405042501557,1,-0.0121443575702946,-0.0122943575702946,0.8086923306216837
2025-08-20,-0.009707141550031932,0.008189030926125893,0.012318253919046928,1,0.0050883110624501795,0.0049383110624501795,0.8126859049041113
2025-08-21,-0.005191293296064371,-0.0017375598668790521,0.0057544700141553785,-1,0.019608731799873616,-0.019758731799873617,0.7966282620715733
2025-08-22,-0.02085146644910424,-0.0065121372851286805,0.017959590107741764,-1,0.011986349895377202,-0.012136349895377202,0.7869601027465265
2025-08-25,-0.017867274453478073,-0.005314342190271851,0.02003936824413606,-1,0.02377176355621402,-0.02392176355621402,0.7681346292404502
2025-08-26,-0.021121867696956967,0.009206569387940166,0.019725039848525527,1,0.012341380058370807,0.012191380058370806,0.7774992504415162
2025-08-27,-0.0138893986753741,-0.0015584740972742711,0.02333690002901956,-1,-0.003340727381273695,0.003190727381273695,0.7799800385888197
2025-08-28,-0.02464858855766914,0.006037189614414494,0.016467941895373445,1,0.02541281271135352,0.02526281271135352,0.7996845282222833
2025-08-29,-0.009288647714735566,0.0015051133640787554,0.020053455577185356,1,0.032911171748668144,0.03276117174866815,0.8258831303961263
2025-09-02,-0.034087997511339375,-0.008483338939366274,0.02721507048772414,-1,0.04340066675833099,-0.04355066675833099,0.7899153694029174
2025-09-03,-0.01916693208265149,0.004706361415640378,0.025780080958394607,1,-0.002474090388185076,-0.002624090388185076,0.7878425600745875
2025-09-04,-0.007418171922128717,0.011853182071829496,0.030885922589273255,1,-0.022645728181770627,-0.022795728181770628,0.7698831152250969
2025-09-05,-0.012782871479358313,0.009773714350733419,0.026382096670471138,1,-0.05381955452408545,-0.053969554524085445,0.7283328664607832
2025-09-08,-0.019879163589146914,-0.0019130014410820707,0.020343248694442543,-1,-0.032999856828583786,0.03284985682858379,0.752258496847572
2025-09-09,-0.026378045107997516,-0.007838366225882621,0.021563055683199116,-1,-0.0011947888713653187,0.0010447888713653187,0.7530444481534684
2025-09-10,-0.00024944838532997473,0.0034468405009248256,0.025111784772845806,1,0.04369682946992409,0.043546829469924095,0.7858371463204806
2025-09-11,-0.015666387134926435,0.018447517624405586,0.02494989447543851,1,0.0352997224721905,0.0351497224721905,0.8134591039219837
2025-09-12,-0.014392971521529744,0.013192427227547621,0.021696111707890646,1,0.021019344704554337,0.020869344704554336,0.8304354623647894
2025-09-15,-0.002624711781791346,0.02442160817093335,0.019410546717449944,1,0.004985246936138905,0.004835246936138905,0.83445082288985
2025-09-16,-0.01644904251836428,-0.0014645798110799362,0.01452040188328423,-1,0.030862927952500476,-0.031012927952500477,0.8085720596396624
2025-09-17,-0.006086691291049063,0.0068581801101660214,0.01715675014619146,1,0.07150918735633233,0.07135918735633233,0.8662711047345847
2025-09-18,-0.030342018674199958,0.006851610613640732,0.028575156945399152,1,0.06957284115208345,0.06942284115208346,0.9264101060332136
2025-09-19,-0.011926562191736729,0.021137877224761296,0.019808446514178662,1,0.027739297591013238,0.027589297591013237,0.951969110139886
2025-09-22,-0.012981774406267832,-0.0010846251177327663,0.010815070270876933,-1,0.0030850069757362123,-0.0032350069757362122,0.9488894834278981
2025-09-23,0.0006097426795649653,0.0041735184255151025,0.015266449477015229,1,0.0040483200398408956,0.0038983200398408956,0.9525885583167393
